year,location,rainfall,temperature,soil type,humidity,crops,season,pest,outbreak
2018,Hassan,233.0,27.1,River basins,53.0,Coconut,Rabi,Red Palm Weevil,Low
2004,Hassan,233.0,27.1,River basins,53.5,Coconut,Rabi,Red Palm Weevil,Low
2005,Hassan,233.0,27.1,River basins,52.5,Coconut,Rabi,Red Palm Weevil,Low
2006,Hassan,234.0,26.8,River basins,56.0,Coconut,Rabi,Red Palm Weevil,Low
2007,Hassan,234.0,26.8,River basins,57.0,Coconut,Rabi,Red Palm Weevil,Low
2008,Hassan,234.0,26.8,River basins,57.5,Coconut,Rabi,Red Palm Weevil,Low
2009,Hassan,3105.0,37.0,River basins,57.0,Coconut,Rabi,Red Palm Weevil,High
2010,Hassan,3105.0,37.0,River basins,55.0,Coconut,Rabi,Red Palm Weevil,High
2011,Hassan,3105.0,37.0,Alluvial,56.0,Coconut,Rabi,Red Palm Weevil,High
2012,Hassan,236.0,38.0,Alluvial,54.0,Coconut,Rabi,Red Palm Weevil,Low
2013,Hassan,236.0,38.0,Alluvial,58.0,Coconut,Rabi,Red Palm Weevil,Low
2014,Hassan,2903.1,38.0,Alluvial,58.0,Coconut,Rabi,Red Palm Weevil,Medium
2015,Hassan,2903.1,39.0,Alluvial,59.0,Coconut,Rabi,Red Palm Weevil,Medium
2016,Mangalore,2903.1,39.0,Alluvial,50.0,Coconut,Rabi,Red Palm Weevil,Medium
2017,Mangalore,2996.6,39.0,Alluvial,54.0,Coconut,Rabi,Red Palm Weevil,Medium
2018,Mangalore,2996.6,40.0,Alluvial,53.0,Coconut,Rabi,Red Palm Weevil,Medium
2004,Mangalore,2996.6,40.0,Alluvial,52.0,Coconut,Rabi,Red Palm Weevil,Medium
2005,Mangalore,3522.8,40.0,Alluvial,51.0,Coconut,Rabi,Red Palm Weevil,High
2006,Mangalore,3522.8,41.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,High
2007,Mangalore,3522.8,41.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,High
2008,Mangalore,2903.1,41.0,Alluvial,60.0,Coconut,Rabi,Red Palm Weevil,Medium
2009,Mangalore,2903.1,42.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,Medium
2010,Mangalore,2903.1,42.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,Medium
2011,Mangalore,2996.6,42.0,Alluvial,54.0,Coconut,Rabi,Red Palm Weevil,Medium
2012,Mangalore,2996.6,43.0,Alluvial,54.5,Coconut,Rabi,Red Palm Weevil,Medium
2013,Mangalore,2996.6,43.0,Alluvial,56.6,Coconut,Rabi,Red Palm Weevil,Medium
2014,Mangalore,3522.8,128.0,Alluvial,55.5,Coconut,Rabi,Red Palm Weevil,High
2015,Mangalore,3522.8,129.0,Alluvial,58.5,Coconut,Rabi,Red Palm Weevil,High
2016,Mangalore,3522.8,130.0,Alluvial,59.5,Coconut,Rabi,Red Palm Weevil,High
2017,Mangalore,3729.8,131.0,Alluvial,55.0,Coconut,Rabi,Red Palm Weevil,High
2018,Mangalore,3729.8,132.0,Alluvial,53.0,Coconut,Rabi,Red Palm Weevil,High
2004,Mangalore,3729.8,133.0,Alluvial,53.5,Coconut,Rabi,Red Palm Weevil,High
2005,Mangalore,2746.2,134.0,Alluvial,52.5,Coconut,Rabi,Red Palm Weevil,Medium
2006,Mangalore,2746.2,135.0,Alluvial,56.0,Coconut,Rabi,Red Palm Weevil,Medium
2007,Mangalore,2746.2,136.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,Medium
2008,Mangalore,3360.0,137.0,Alluvial,57.5,Coconut,Rabi,Red Palm Weevil,High
2009,Mangalore,3360.0,138.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,High
2010,Mangalore,3360.0,139.0,Alluvial,55.0,Coconut,Rabi,Red Palm Weevil,High
2011,Mangalore,3605.4,140.0,Loam,56.0,Coconut,Rabi,Red Palm Weevil,High
2012,Mangalore,3605.4,141.0,Loam,54.0,Coconut,Rabi,Red Palm Weevil,High
2013,Mangalore,3605.4,142.0,Loam,58.0,Coconut,Rabi,Red Palm Weevil,High
2014,Mangalore,3512.4,143.0,Loam,58.0,Coconut,Rabi,Red Palm Weevil,High
2015,Mangalore,3512.4,144.0,Loam,59.0,Coconut,Rabi,Red Palm Weevil,High
2016,Mangalore,3512.4,27.0,Loam,50.0,Coconut,Rabi,Red Palm Weevil,High
2017,Mangalore,3296.0,27.0,Loam,54.0,Coconut,Rabi,Red Palm Weevil,High
2018,Mangalore,3296.0,27.0,Loam,53.0,Cocoa,Rabi,Cocoa Pod Borer,High
2004,Mangalore,3296.0,27.0,Loam,52.0,Cocoa,Rabi,Cocoa Pod Borer,High
2005,Mangalore,3550.0,27.0,Loam,51.0,Cocoa,Rabi,Cocoa Pod Borer,High
2006,Mangalore,3550.0,27.0,Loam,57.0,Cocoa,Rabi,Cocoa Pod Borer,High
2007,Mangalore,3550.0,27.2,Loam,57.0,Cocoa,Rabi,Cocoa Pod Borer,High
2008,Mangalore,3654.0,27.2,Loam,60.0,Cocoa,Rabi,Cocoa Pod Borer,High
2009,Mangalore,3654.0,27.2,Loam,57.0,Coffee,Rabi,Coffee Berry Borer,High
2010,Mangalore,3654.0,27.0,Loam,57.0,Coffee,Rabi,Coffee Berry Borer,High
2011,Mangalore,233.0,27.0,Loam,54.0,Coffee,Rabi,Coffee Berry Borer,Low
2012,Mangalore,233.0,27.0,Loam,54.5,Coffee,Rabi,Coffee Berry Borer,Low
2013,Mangalore,233.0,27.0,Loam,56.6,Coffee,Rabi,Coffee Berry Borer,Low
2014,Mangalore,234.0,27.0,Loam,55.5,Coffee,Rabi,Coffee Berry Borer,Low
2015,Mangalore,234.0,27.0,Loam,58.5,Coffee,Rabi,Coffee Berry Borer,Low
2016,Mangalore,234.0,27.2,Loam,59.5,Coffee,Rabi,Coffee Berry Borer,Low
2017,Mangalore,3105.0,27.2,Loam,55.0,Coffee,Rabi,Coffee Berry Borer,High
2018,Mangalore,3105.0,27.2,Loam,53.0,Coffee,Rabi,Coffee Berry Borer,High
2004,Mangalore,3105.0,27.1,Loam,53.5,Coffee,Rabi,Coffee Berry Borer,High
2005,Mangalore,236.0,27.1,Loam,52.5,Coffee,Rabi,Coffee Berry Borer,Low
2006,Mangalore,236.0,27.1,Loam,56.0,Coffee,Rabi,Coffee Berry Borer,Low
2007,Mangalore,2903.1,26.8,Loam,57.0,Coffee,Rabi,Coffee Berry Borer,Medium
2008,Mangalore,2903.1,26.8,Loam,57.5,Coffee,Rabi,Coffee Berry Borer,Medium
2009,Mangalore,2903.1,26.8,Loam,57.0,Cardamum,Rabi,Thrips,Medium
2010,Mangalore,2996.6,37.0,Sandy loam ,55.0,Cardamum,Rabi,Thrips,Medium
2011,Mangalore,2996.6,37.0,Sandy loam ,56.0,Cardamum,Rabi,Thrips,Medium
2012,Mangalore,2996.6,37.0,Sandy loam ,54.0,Cardamum,Rabi,Thrips,Medium
2013,Mangalore,3522.8,38.0,Sandy loam ,58.0,Cardamum,Rabi,Thrips,High
2014,Mangalore,3522.8,38.0,Sandy loam ,58.0,Cardamum,Rabi,Thrips,High
2015,Mangalore,3522.8,38.0,Clay loam,59.0,Cardamum,Rabi,Thrips,High
2016,Mangalore,2903.1,39.0,Clay loam,50.0,Cardamum,Rabi,Thrips,Medium
2017,Mangalore,2903.1,39.0,Clay loam,54.0,Cardamum,Rabi,Thrips,Medium
2018,Mangalore,2903.1,39.0,Clay loam,53.0,Cardamum,Rabi,Thrips,Medium
2004,Mangalore,2996.6,40.0,Clay loam,52.0,Cardamum,Rabi,Thrips,Medium
2005,Mangalore,2996.6,40.0,Clay loam,51.0,Cardamum,Rabi,Thrips,Medium
2006,Mangalore,2996.6,40.0,Laterite,57.0,Cardamum,Rabi,Thrips,Medium
2007,Mangalore,3522.8,41.0,Laterite,57.0,Cardamum,Rabi,Thrips,High
2008,Mangalore,3522.8,41.0,Laterite,60.0,Cardamum,Rabi,Thrips,High
2009,Mangalore,3522.8,41.0,Laterite,57.0,Pepper,Rabi,Pollu Beetle,High
2010,Mangalore,3729.8,42.0,Laterite,57.0,Pepper,Rabi,Pollu Beetle,High
2011,Mangalore,3729.8,42.0,Laterite,54.0,Pepper,Rabi,Pollu Beetle,High
2012,Mangalore,3729.8,42.0,Laterite,54.5,Pepper,Rabi,Pollu Beetle,High
2013,Mangalore,2746.2,43.0,Laterite,56.6,Pepper,Rabi,Pollu Beetle,Medium
2014,Mangalore,2746.2,43.0,Laterite,55.5,Pepper,Rabi,Pollu Beetle,Medium
2015,Mangalore,2746.2,27.0,Laterite,58.5,Pepper,Rabi,Pollu Beetle,Medium
2016,Mangalore,3360.0,27.0,Laterite,59.5,Pepper,Rabi,Pollu Beetle,High
2017,Mangalore,3360.0,27.0,Laterite,55.0,Pepper,Rabi,Pollu Beetle,High
2018,Mangalore,3360.0,27.0,Laterite,53.0,Pepper,Rabi,Pollu Beetle,High
2004,Mangalore,3605.4,27.0,Laterite,53.5,Pepper,Rabi,Pollu Beetle,High
2005,Mangalore,3605.4,27.0,Laterite,52.5,Pepper,Rabi,Pollu Beetle,High
2006,Mangalore,3605.4,27.2,Laterite,56.0,Pepper,Rabi,Pollu Beetle,High
2007,Mangalore,3512.4,27.2,Laterite,57.0,Pepper,Rabi,Pollu Beetle,High
2008,Mangalore,3512.4,27.2,Laterite,57.5,Pepper,Rabi,Pollu Beetle,High
2009,Kodagu,3512.4,27.0,Laterite,57.0,Arecanut,Rabi,Spindle Bug,High
2010,Kodagu,3296.0,27.0,Laterite,55.0,Arecanut,Rabi,Spindle Bug,High
2011,Kodagu,3296.0,27.0,Laterite,56.0,Arecanut,Rabi,Spindle Bug,High
2012,Kodagu,3296.0,27.0,Laterite,54.0,Arecanut,Rabi,Spindle Bug,High
2013,Kodagu,3550.0,27.0,Laterite,58.0,Arecanut,Rabi,Spindle Bug,High
2014,Kodagu,3550.0,27.0,Laterite,58.0,Arecanut,Rabi,Spindle Bug,High
2015,Kodagu,3550.0,27.2,Laterite,59.0,Arecanut,Rabi,Spindle Bug,High
2016,Kodagu,3654.0,27.2,Laterite,50.0,Arecanut,Rabi,Spindle Bug,High
2017,Kodagu,3654.0,27.2,Laterite,54.0,Arecanut,Rabi,Spindle Bug,High
2018,Kodagu,3654.0,27.1,Laterite,53.0,Arecanut,Rabi,Spindle Bug,High
2019,Kodagu,233.0,27.1,Laterite,52.0,Arecanut,Rabi,Spindle Bug,Low
2004,Kodagu,233.0,27.1,Laterite,51.0,Arecanut,Rabi,Spindle Bug,Low
2005,Kodagu,233.0,26.8,Laterite,57.0,Arecanut,Rabi,Spindle Bug,Low
2006,Kodagu,234.0,26.8,Laterite,57.0,Arecanut,Rabi,Spindle Bug,Low
2007,Kodagu,234.0,26.8,Laterite,60.0,Arecanut,Rabi,Spindle Bug,Low
2008,Kodagu,234.0,37.0,Laterite,57.0,Ginger,Rabi,Shoot Borer,Low
2009,Kodagu,3105.0,37.0,Laterite,57.0,Ginger,Rabi,Shoot Borer,High
2010,Kodagu,3105.0,37.0,Laterite,54.0,Ginger,Rabi,Shoot Borer,High
2011,Kodagu,3105.0,38.0,Laterite,54.5,Ginger,Rabi,Shoot Borer,High
2012,Kodagu,236.0,38.0,Laterite,56.6,Ginger,Rabi,Shoot Borer,Low
2013,Mysuru,236.0,38.0,Laterite,55.5,Ginger,Rabi,Shoot Borer,Low
2014,Mysuru,2903.1,39.0,Laterite,58.5,Ginger,Rabi,Shoot Borer,Medium
2015,Mysuru,2903.1,39.0,Laterite,59.5,Ginger,Rabi,Shoot Borer,Medium
2016,Mysuru,2903.1,39.0,Laterite,55.0,Ginger,Rabi,Shoot Borer,Medium
2017,Mysuru,2996.6,40.0,Laterite,53.0,Ginger,Rabi,Shoot Borer,Medium
2018,Mysuru,2996.6,40.0,Laterite,53.5,Ginger,Rabi,Shoot Borer,Medium
2012,Mysuru,2996.6,40.0,Laterite,52.5,Ginger,Rabi,Shoot Borer,Medium
2013,Mysuru,3522.8,41.0,Laterite,56.0,Ginger,Rabi,Shoot Borer,High
2014,Mysuru,3522.8,41.0,Laterite,57.0,Ginger,Rabi,Shoot Borer,High
2015,Mysuru,3522.8,41.0,Laterite,57.5,Ginger,Rabi,Shoot Borer,High
2016,Mysuru,2903.1,42.0,Laterite,57.0,Tea,Rabi,Tea Mosquito Bug,Medium
2017,Mysuru,2903.1,42.0,Sandy loam ,55.0,Tea,Rabi,Tea Mosquito Bug,Medium
2018,Mysuru,2903.1,42.0,Sandy loam ,56.0,Tea,Rabi,Tea Mosquito Bug,Medium
2019,Mysuru,2996.6,43.0,Sandy loam ,54.0,Tea,Rabi,Tea Mosquito Bug,Medium
2004,Mysuru,2996.6,27.0,Sandy loam ,58.0,Tea,Rabi,Tea Mosquito Bug,Medium
2005,Mysuru,2996.6,27.0,Sandy loam ,58.0,Tea,Rabi,Tea Mosquito Bug,Medium
2006,Mysuru,3522.8,27.0,Sandy loam ,59.0,Tea,Rabi,Tea Mosquito Bug,High
2007,Mysuru,3522.8,27.0,Sandy loam ,50.0,Tea,Rabi,Tea Mosquito Bug,High
2008,Mysuru,3522.8,27.0,Sandy loam ,54.0,Tea,Rabi,Tea Mosquito Bug,High
2009,Kasaragodu,3729.8,27.0,Sandy loam ,53.0,Tea,Rabi,Tea Mosquito Bug,High
2010,Kasaragodu,3729.8,27.2,Sandy loam ,52.0,Tea,Rabi,Tea Mosquito Bug,High
2011,Kasaragodu,3729.8,27.2,Sandy loam ,51.0,Tea,Rabi,Tea Mosquito Bug,High
2012,Kasaragodu,2746.2,27.2,Sandy loam ,57.0,Tea,Rabi,Tea Mosquito Bug,Medium
2013,Kasaragodu,2746.2,27.0,Sandy loam ,57.0,Tea,Rabi,Tea Mosquito Bug,Medium
2014,Kasaragodu,2746.2,27.0,Sandy loam ,60.0,Tea,Rabi,Tea Mosquito Bug,Medium
2015,Kasaragodu,3360.0,27.0,Sandy loam ,57.0,Paddy,Rabi,Stem Borer,High
2016,Kasaragodu,3360.0,27.0,Sandy loam ,57.0,Paddy,Rabi,Stem Borer,High
2017,Kasaragodu,3360.0,27.0,Sandy loam ,54.0,Paddy,Rabi,Stem Borer,High
2018,Kasaragodu,3605.4,27.0,Sandy loam ,54.5,Paddy,Rabi,Stem Borer,High
2011,Kasaragodu,3605.4,27.2,Sandy loam ,56.6,Paddy,Rabi,Stem Borer,High
2012,Kasaragodu,2903.1,27.2,Sandy loam ,55.5,Paddy,Rabi,Stem Borer,Medium
2013,Kasaragodu,2903.1,27.2,Sandy loam ,58.5,Paddy,Rabi,Stem Borer,Medium
2014,Kasaragodu,2903.1,27.1,Sandy loam ,59.5,Paddy,Rabi,Stem Borer,Medium
2015,Kasaragodu,2996.6,27.1,Sandy loam ,55.0,Paddy,Rabi,Stem Borer,Medium
2016,Kasaragodu,2996.6,27.1,Sandy loam ,53.0,Paddy,Rabi,Stem Borer,Medium
2017,Kasaragodu,2996.6,26.8,Sandy loam ,53.5,Paddy,Rabi,Stem Borer,Medium
2018,Kasaragodu,3522.8,26.8,Sandy loam ,52.5,Paddy,Rabi,Stem Borer,High
2004,Kasaragodu,3522.8,26.8,Sandy loam ,56.0,Paddy,Rabi,Stem Borer,High
2005,Kasaragodu,3522.8,37.0,Sandy loam ,57.0,Paddy,Rabi,Stem Borer,High
2006,Kasaragodu,3729.8,37.0,Sandy loam ,57.5,Paddy,Rabi,Stem Borer,High
2007,Kasaragodu,2903.1,37.0,Sandy loam ,57.0,Groundnut,Rabi,Leaf Miner,Medium
2008,Kasaragodu,2903.1,38.0,Sandy loam ,55.0,Groundnut,Rabi,Leaf Miner,Medium
2009,Kasaragodu,2903.1,38.0,Sandy loam ,56.0,Groundnut,Rabi,Leaf Miner,Medium
2010,Kasaragodu,2996.6,38.0,Sandy loam ,54.0,Groundnut,Rabi,Leaf Miner,Medium
2011,Kasaragodu,2996.6,39.0,Sandy loam ,58.0,Groundnut,Rabi,Leaf Miner,Medium
2012,Kasaragodu,2996.6,39.0,Sandy loam ,58.0,Groundnut,Rabi,Leaf Miner,Medium
2013,Kasaragodu,3522.8,39.0,Sandy loam ,59.0,Groundnut,Rabi,Leaf Miner,High
2014,Kasaragodu,3522.8,40.0,Sandy loam ,50.0,Groundnut,Rabi,Leaf Miner,High
2015,Kasaragodu,3522.8,40.0,Sandy loam ,54.0,Groundnut,Rabi,Leaf Miner,High
2016,Kasaragodu,3729.8,40.0,Sandy loam ,53.0,Groundnut,Rabi,Leaf Miner,High
2017,Kasaragodu,3729.8,41.0,Sandy loam ,52.0,Groundnut,Rabi,Leaf Miner,High
2018,Raichur,3729.8,41.0,Sandy loam ,51.0,Groundnut,Rabi,Leaf Miner,High
2004,Raichur,2746.2,41.0,Sandy loam ,57.0,Groundnut,Rabi,Leaf Miner,Medium
2005,Raichur,2746.2,42.0,Sandy loam ,57.0,Groundnut,Rabi,Leaf Miner,Medium
2012,Raichur,2746.2,42.0,Sandy loam ,60.0,Groundnut,Rabi,Leaf Miner,Medium
2013,Raichur,3360.0,42.0,Sandy loam ,57.0,Blackgram,Rabi,Pod Borer,High
2014,Raichur,3360.0,43.0,Sandy loam ,57.0,Blackgram,Rabi,Pod Borer,High
2015,Raichur,3360.0,43.0,Sandy loam ,54.0,Blackgram,Rabi,Pod Borer,High
2016,Raichur,3605.4,128.0,Sandy loam ,54.5,Blackgram,Rabi,Pod Borer,High
2017,Raichur,3605.4,129.0,Sandy loam ,56.6,Blackgram,Rabi,Pod Borer,High
2018,Raichur,3605.4,130.0,Sandy loam ,55.5,Blackgram,Rabi,Pod Borer,High
2004,Raichur,3512.4,131.0,Sandy loam ,58.5,Blackgram,Rabi,Pod Borer,High
2005,Raichur,3512.4,132.0,Black,59.5,Blackgram,Rabi,Pod Borer,High
2006,Raichur,3512.4,133.0,Black,55.0,Blackgram,Rabi,Pod Borer,High
2007,Raichur,3296.0,134.0,Black,53.0,Blackgram,Rabi,Pod Borer,High
2008,Raichur,3296.0,135.0,Black,53.5,Blackgram,Rabi,Pod Borer,High
2009,Raichur,3296.0,136.0,Black,52.5,Blackgram,Rabi,Pod Borer,High
2010,Raichur,3550.0,137.0,Black,56.0,Blackgram,Rabi,Pod Borer,High
2011,Raichur,3550.0,138.0,Black,59.5,Blackgram,Rabi,Pod Borer,High
2012,Raichur,3550.0,139.0,Black,55.0,Blackgram,Rabi,Pod Borer,High
2013,Raichur,3654.0,140.0,Black,53.0,Cashew,Rabi,Tea Mosquito Bug,High
2014,Raichur,3654.0,141.0,Black,53.5,Cashew,Rabi,Tea Mosquito Bug,High
2015,Raichur,3654.0,142.0,Black,52.5,Cashew,Rabi,Tea Mosquito Bug,High
2016,Raichur,233.0,143.0,Black,56.0,Cashew,Rabi,Tea Mosquito Bug,Low
2017,Raichur,233.0,144.0,Black,57.0,Cashew,Rabi,Tea Mosquito Bug,Low
2018,Raichur,233.0,27.0,Black,57.5,Cashew,Rabi,Tea Mosquito Bug,Low
2019,Raichur,234.0,27.0,Black,57.0,Cashew,Rabi,Tea Mosquito Bug,Low
2004,Raichur,234.0,27.0,Black,55.0,Cashew,Rabi,Tea Mosquito Bug,Low
2013,Gulbarga,234.0,27.0,Black,56.0,Cashew,Rabi,Tea Mosquito Bug,Low
2014,Gulbarga,3105.0,27.0,Black,54.0,Cashew,Rabi,Tea Mosquito Bug,High
2015,Gulbarga,3105.0,27.0,Black,58.0,Cashew,Rabi,Tea Mosquito Bug,High
2016,Gulbarga,3105.0,27.2,Black,58.0,Cashew,Rabi,Tea Mosquito Bug,High
2017,Gulbarga,236.0,27.2,Black,59.0,Cashew,Rabi,Tea Mosquito Bug,Low
2018,Gulbarga,236.0,27.2,Black,50.0,Cashew,Rabi,Tea Mosquito Bug,Low
2004,Gulbarga,2903.1,27.0,Black,54.0,Cashew,Rabi,Tea Mosquito Bug,Medium
2005,Gulbarga,2903.1,27.0,Black,53.0,Coconut,Rabi,Red Palm Weevil,Medium
2006,Gulbarga,2903.1,27.0,Black,59.5,Coconut,Rabi,Red Palm Weevil,Medium
2007,Gulbarga,2996.6,27.0,Red,55.0,Coconut,Rabi,Red Palm Weevil,Medium
2008,Gulbarga,2996.6,27.0,Red,53.0,Coconut,Rabi,Red Palm Weevil,Medium
2009,Gulbarga,2996.6,27.0,Red,53.5,Coconut,Rabi,Red Palm Weevil,Medium
2010,Gulbarga,3522.8,27.2,Red,52.5,Coconut,Rabi,Red Palm Weevil,High
2011,Gulbarga,3522.8,27.2,Red,56.0,Coconut,Rabi,Red Palm Weevil,High
2012,Gulbarga,3522.8,27.2,Red,57.0,Coconut,Rabi,Red Palm Weevil,High
2013,Gulbarga,3729.8,27.1,Red,57.5,Coconut,Rabi,Red Palm Weevil,High
2014,Gulbarga,3729.8,27.1,Red,57.0,Coconut,Rabi,Red Palm Weevil,High
2015,Gulbarga,3729.8,27.1,Red,55.0,Coconut,Rabi,Red Palm Weevil,High
2016,Gulbarga,2746.2,26.8,Red,56.0,Coconut,Rabi,Red Palm Weevil,Medium
2017,Gulbarga,2746.2,26.8,Red,54.0,Coconut,Rabi,Red Palm Weevil,Medium
2018,Gulbarga,2746.2,26.8,Red,58.0,Coconut,Rabi,Red Palm Weevil,Medium
2013,Gulbarga,3360.0,37.0,Red,58.0,Coconut,Rabi,Red Palm Weevil,High
2014,Gulbarga,3360.0,37.0,Red,59.0,Coconut,Rabi,Red Palm Weevil,High
2015,Gulbarga,3360.0,37.0,Red,50.0,Ginger,Rabi,Shoot Borer,High
2016,Gulbarga,3605.4,38.0,Red,54.0,Ginger,Rabi,Shoot Borer,High
2017,Gulbarga,3605.4,38.0,Red,53.0,Ginger,Rabi,Shoot Borer,High
2018,Gulbarga,3605.4,38.0,Red,59.5,Ginger,Rabi,Shoot Borer,High
2004,Gulbarga,3512.4,39.0,Red,55.0,Ginger,Rabi,Shoot Borer,High
2005,Gulbarga,3512.4,39.0,Red,53.0,Ginger,Rabi,Shoot Borer,High
2006,Gulbarga,3512.4,39.0,Red,53.5,Ginger,Rabi,Shoot Borer,High
2007,Gulbarga,3296.0,40.0,Red,52.5,Ginger,Rabi,Shoot Borer,High
2008,Gulbarga,3296.0,40.0,Red,56.0,Ginger,Rabi,Shoot Borer,High
2009,Gulbarga,3296.0,40.0,Red,57.0,Ginger,Rabi,Shoot Borer,High
2010,Gulbarga,3550.0,41.0,Red,57.5,Ginger,Rabi,Shoot Borer,High
2011,Gulbarga,3550.0,41.0,Alluvial,57.0,Ginger,Rabi,Shoot Borer,High
2012,Gulbarga,3550.0,41.0,Alluvial,55.0,Ginger,Rabi,Shoot Borer,High
2013,Gulbarga,3654.0,42.0,Alluvial,56.0,Ginger,Rabi,Shoot Borer,High
2014,Gulbarga,3654.0,42.0,Alluvial,54.0,Ginger,Rabi,Shoot Borer,High
2015,Gulbarga,3654.0,42.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,High
2016,Madikeri,233.0,43.0,Alluvial,57.5,Coconut,Rabi,Red Palm Weevil,Low
2017,Madikeri,233.0,43.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,Low
2018,Madikeri,233.0,27.0,Alluvial,55.0,Coconut,Rabi,Red Palm Weevil,Low
2015,Madikeri,234.0,27.0,Alluvial,56.0,Coconut,Rabi,Red Palm Weevil,Low
2016,Madikeri,234.0,27.0,Alluvial,54.0,Coconut,Rabi,Red Palm Weevil,Low
2017,Madikeri,234.0,27.0,Alluvial,58.0,Coconut,Rabi,Red Palm Weevil,Low
2018,Madikeri,3105.0,27.0,Alluvial,58.0,Coconut,Rabi,Red Palm Weevil,High
2013,Madikeri,3105.0,27.0,Alluvial,59.0,Coconut,Rabi,Red Palm Weevil,High
2014,Madikeri,3105.0,27.2,Alluvial,50.0,Coconut,Rabi,Red Palm Weevil,High
2015,Madikeri,236.0,27.2,Alluvial,54.0,Coconut,Rabi,Red Palm Weevil,Low
2016,Madikeri,2903.1,27.2,Alluvial,53.0,Coconut,Rabi,Red Palm Weevil,Medium
2017,Madikeri,2903.1,27.0,Alluvial,52.0,Coconut,Rabi,Red Palm Weevil,Medium
2018,Madikeri,2903.1,27.0,Alluvial,51.0,Coconut,Rabi,Red Palm Weevil,Medium
2004,Madikeri,2996.6,27.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,Medium
2005,Madikeri,2996.6,27.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,Medium
2006,Madikeri,2996.6,27.0,Alluvial,60.0,Coconut,Rabi,Red Palm Weevil,Medium
2007,Madikeri,3522.8,27.0,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,High
2008,Madikeri,3522.8,27.2,Alluvial,57.0,Coconut,Rabi,Red Palm Weevil,High
2009,Madikeri,3522.8,27.2,Alluvial,54.0,Coconut,Rabi,Red Palm Weevil,High
2010,Madikeri,3729.8,27.2,Alluvial,54.5,Coconut,Rabi,Red Palm Weevil,High
2011,Madikeri,3729.8,27.1,Arid and Desert,56.6,Coconut,Rabi,Red Palm Weevil,High
2012,Madikeri,3729.8,27.1,Arid and Desert,55.5,Coconut,Rabi,Red Palm Weevil,High
2013,Madikeri,2746.2,27.1,Arid and Desert,58.5,Coconut,Rabi,Red Palm Weevil,Medium
2014,Madikeri,2746.2,26.8,Arid and Desert,59.5,Coconut,Rabi,Red Palm Weevil,Medium
2015,Madikeri,2746.2,26.8,Arid and Desert,55.0,Coconut,Rabi,Red Palm Weevil,Medium
2016,Madikeri,3360.0,26.8,Arid and Desert,53.0,Coconut,Rabi,Red Palm Weevil,High
2017,Madikeri,3360.0,37.0,Arid and Desert,53.5,Coconut,Rabi,Red Palm Weevil,High
2016,Madikeri,3360.0,37.0,Arid and Desert,52.5,Coconut,Rabi,Red Palm Weevil,High
2017,Madikeri,3605.4,37.0,Arid and Desert,56.0,Coconut,Rabi,Red Palm Weevil,High
2018,Madikeri,3605.4,38.0,Arid and Desert,57.0,Coconut,Rabi,Red Palm Weevil,High
2013,Madikeri,3605.4,38.0,Arid and Desert,57.5,Coconut,Rabi,Red Palm Weevil,High
2014,Madikeri,3512.4,38.0,Arid and Desert,57.0,Coconut,Rabi,Red Palm Weevil,High
2015,Madikeri,3512.4,39.0,Arid and Desert,55.0,Coconut,Rabi,Red Palm Weevil,High
2016,Chikmangaluru,3512.4,39.0,Arid and Desert,56.0,Coconut,Rabi,Red Palm Weevil,High
2017,Chikmangaluru,3296.0,39.0,Arid and Desert,54.0,Coconut,Rabi,Red Palm Weevil,High
2018,Chikmangaluru,3296.0,40.0,Arid and Desert,58.0,Coconut,Rabi,Red Palm Weevil,High
2004,Chikmangaluru,3296.0,40.0,Arid and Desert,58.0,Coconut,Rabi,Red Palm Weevil,High
2005,Chikmangaluru,3550.0,40.0,Arid and Desert,59.0,Coconut,Rabi,Red Palm Weevil,High
2006,Chikmangaluru,3550.0,41.0,Arid and Desert,50.0,Coconut,Rabi,Red Palm Weevil,High
2007,Chikmangaluru,3550.0,41.0,Arid and Desert,54.0,Coconut,Rabi,Red Palm Weevil,High
2008,Chikmangaluru,3654.0,41.0,Arid and Desert,53.0,Coconut,Rabi,Red Palm Weevil,High
2009,Chikmangaluru,3654.0,42.0,Arid and Desert,52.0,Coconut,Rabi,Red Palm Weevil,High
2010,Chikmangaluru,3654.0,42.0,Arid and Desert,51.0,Coconut,Rabi,Red Palm Weevil,High
2011,Chikmangaluru,233.0,42.0,Arid and Desert,57.0,Coconut,Rabi,Red Palm Weevil,Low
2012,Chikmangaluru,233.0,43.0,Arid and Desert,57.0,Coconut,Rabi,Red Palm Weevil,Low
2013,Chikmangaluru,233.0,27.0,Black,60.0,Coconut,Rabi,Red Palm Weevil,Low
